NAME,suffix,lon,lat
Nöbling,-ing,85432,352525
Möhringdorf,-ing,83956,363865
Guttaring,-ing,89796,195271
Kanning,-ing,88270,334331
Greisingberg,-ing,90893,357307
Wiesingersiedlung,-ing,89724,360685
Pischinger,-ing,90268.361,377191.146
Firnsingmühle,-ing,90297,382815
Gridling,-ing,94716.526,325902.788
Fürling-Schule,-ing,94998.686,369193.744
Lölling Graben,-ing,96014,198729
Lölling Schattseite,-ing,98169,198996
Stockingeralm,-ing,97076.074,281728.319
Reiflingbauer,-ing,97592.844,298503.974
Treffling,-ing,98861.167,319684.896
Karlingberg,-ing,97384.519,347026.8
Fehringer,-ing,96261.149,351947.317
Obersteininger,-ing,98390,363815
Reisinger,-ing,96481,371076
Schwabing,-ing,97981,372102
Zöbing,-ing,102721.954,209585.91
Scheiblinghof,-ing,102776.38,281585.432
Kleingschnaidt,-ing,102740,309078
Feitzing,-ing,102836,331412
Hörzing,-ing,102266.143,346839.544
Vordersieding,-ing,106060,222758
Fisching,-ing,106590,225874
Weninger,-ing,105879.411,238130.462
Höfing,-ing,106608.094,323887.354
Kaining,-ing,103265,360842
Nedinger,-ing,103897.066,374249.156
Empfing,-ing,109747,336874
Burgstall-Pölling,-ing,111806.985,181425.214
Wölzing-St. Andrä,-ing,113756.724,182521.023
Mitterlobming,-ing,112179,226265
Reitingau,-ing,112868,253851
Holzing,-ing,113845,329175
Irzing,-ing,114268.375,336298.91
Siebending,-ing,115330,182633
Wilfing,-ing,115780.582,235870.7
Thüring,-ing,115147,305291
Stixing,-ing,117981.946,323576.202
Kreiling,-ing,115746.381,326720.385
Gerling,-ing,114994.38,335487.31
Gierlinger,-ing,117733.16,348213.67
Kleingruber,-ing,117206.534,349920.595
Prössinggraben,-ing,120630,191552
Gosing,-ing,120622.781,259379.6
Reisinger,-ing,120627.646,334761.023
Leininger,-ing,122442.639,177243.366
Bodingstein,-ing,125055.871,307279.639
Knötzling,-ing,124461.535,330738.836
Gulling,-ing,122789,346464
Fünflingeramt,-ing,124689,346733
Schollinger,-ing,127397.614,248482.011
Ettinger,-ing,126105.749,250542.255
Windpassing,-ing,128774,324996
Knolling,-ing,127837,327981
Stritzling,-ing,127961,326076
Oberstampfing,-ing,129774,327088
Reitering,-ing,129144,338938
Parming,-ing,128527,354130
Pisching,-ing,128784,355381
Ringgraben,-ing,128199.567,373093.261
Wielingshaus,-ing,126298.913,419723.598
Wielings,-ing,127402,419665
Klinger,-ing,132214.145,211224.672
Pögling,-ing,131261,326563
Brunning,-ing,132540,330495
Berging,-ing,132847,337510
Flattingreith,-ing,131274.245,369579.849
Zaußinghof,-ing,130428.426,377451.543
Reingers,-ing,132962,426984
Afling,-ing,135782,219974
Holzing,-ing,133998,335322
Södingberg,-ing,139771,219764
Sarning,-ing,138975.981,411877.775
Kleingraden,-ing,142596,181760
Hörbing,-ing,144394,187718
Kienings,-ing,141651,363696
Singenreith,-ing,142418,364488
Zeierling,-ing,147627,189230
Schirning,-ing,148646,220194
Reising,-ing,148607,235262
Steingrub,-ing,148919,325931
Jauerling-Gipfelhaus,-ing,148672.651,357065.061
Lebinggleinz,-ing,149144,187054
Kleinstübing,-ing,150885,228721
Ginzinger,-ing,150775.804,249897.592
Gassing,-ing,151629,261246
Lassingrotte,-ing,149286,305388
Gartling,-ing,152514,327462
Webling,-ing,156646,212385
Räuschinggraben,-ing,152981,273499
Hösing,-ing,153965,335396
Felling,-ing,154580,372513
Preding,-ing,158130,193198
Klein-Preding,-ing,158759,194144
Kleinflüssing,-ing,159885,195015
Joching,-ing,157591,362970
Unter-Meisling,-ing,158477.888,373258.623
Enzinger,-ing,157296.095,382560.89
Klingler,-ing,164964.628,246610.47
Hading,-ing,165800.503,332399.39
Kotting,-ing,166029,337558
Afing,-ing,166321,345284
Stratzing,-ing,167941,370473
Schiltingeramt,-ing,166505,381110
Turningtal,-ing,168449,203032
Krieglach-Schwöbing,-ing,169180.892,270672.37
Dingelberg,-ing,169914,331692
Windpassing,-ing,171829,336608
Obermerking,-ing,168226,350392
Unterwölbling,-ing,168569,356566
Giging,-ing,174426,220685
Atzling,-ing,174582,336164
Racking,-ing,179616,338325
Freischling,-ing,175861,383994
Spital am Semmering,-ing,182110,277989
Obermiesting,-ing,181848.7,347952.188
Mitterkilling,-ing,181263,350699
Weißenkirchen an der Perschling,-ing,182714,350800
Prillinghof,-ing,183631.153,178392.147
Priebing,-ing,183608,182777
Fünfing,-ing,184301.835,222510.135
Solinger,-ing,186392.416,334484.898
Fünfing-Süd,-ing,187358.035,221731.995
Hofing,-ing,190493,231006
Auf der Kring,-ing,194043,254713
Gollinger,-ing,193109.865,308826.498
Gadinger,-ing,194624.567,326918.889
Außermanzing,-ing,191675,337458
Paisling,-ing,194966,346999
Nörning,-ing,197435.278,232025.006
Liesling,-ing,198793,286892
Lanzing,-ing,196941,300437
Furth an der Triesting,-ing,197155.105,318290.518
Felbring,-ing,205912,303903
Seitzersdorf-Wolfpassing,-ing,204443,367303
Wilfingberg,-ing,209841,234352
Sankt Veit an der Triesting,-ing,210882,315091
Scheiblingstein,-ing,212984.328,351218.873
Rassing,-ing,210549.778,356013.937
Ringendorf,-ing,211526,377542
Ödinggraben,-ing,215790.939,286432.593
Leiding,-ing,215041,288026
Mödling,-ing,219596,331634
Weidling,-ing,220825,354573
Naringerberg,-ing,222933,215099
Zillingdorf,-ing,224050,306027
Güssing,-ing,227250,217726
Miedlingsdorf,-ing,226009,240599
Glashütten bei Schlaining,-ing,226384,251150
Piringsdorf,-ing,232495,261162
Wimpassing an der Leitha,-ing,231464,313270
Seyring,-ing,233788,359794
Streifing,-ing,234641,376568
Weingartenmühle,-ing,242407,302468
Gemering,-ing,77274.9,342969.185
Taubing,-ing,44525.409,354567.484
Winkling-Süd,-ing,114092.847,178159.433
Magling,-ing,38531.711,322153.236
Hofing,-ing,7604.93,349270.929
Außerhafling,-ing,21872.649,321397.745
Rutzing,-ing,-16416.736,320240.715
Reichering,-ing,24319.723,323137.588
Sinzing,-ing,-36486.111,324298.861
Rilling,-ing,1671.24,313395.194
Probenzing,-ing,7377.183,343728.387
Utting,-ing,-25170.853,331377.086
Horning,-ing,38638.919,333059.12
Hueb bei Manzing,-ing,41023.633,355278.131
Sittling,-ing,16544.766,350700.059
Sindhöring,-ing,5245.439,351512.064
Holzing,-ing,40078.813,353464.743
Kleingradenegg,-ing,62362.459,179333.662
Mehringerau,-ing,31248.312,365275.828
Sinzing,-ing,31508.999,340937.646
Hunding,-ing,-12300.806,343215.758
Pfaffing,-ing,-13767.155,324973.836
Steingassen,-ing,-12097.147,342980.462
Sittling,-ing,38597.547,356229.073
Windprechting,-ing,29983.196,355348.191
Födering,-ing,4861.646,331942.109
Freiling,-ing,32156.458,353689.482
Starling,-ing,24648.185,324233.569
Winkling,-ing,43197.546,330156.78
Oberweiding,-ing,34062.757,353488.339
Parschalling,-ing,-6946.981,343366.705
Jassingau,-ing,109936,273181
Weingarten,-ing,33854.446,335115.888
Atzing,-ing,156089.582,336770.746
Hochetting,-ing,38166.995,373875.54
Stritzing,-ing,32857.438,343864.128
Baumgarting,-ing,31445.671,335776.125
Mitterarming,-ing,23329.248,332122.331
Mairing,-ing,38804.477,373860.966
Asperding,-ing,35218.771,327423.201
Gauning,-ing,106750.35,344220.656
Edling,-ing,76060.505,198799.888
Miesling,-ing,-24498.549,329932.312
Oberrühring,-ing,19322.474,341484.762
Hitzging,-ing,-24141.422,326824.861
Anferding,-ing,-21344.823,332948.347
Troising,-ing,135698.499,349924.786
Pleißing,-ing,137279.998,349613.755
Gerberling,-ing,-24218.268,325582.732
Löcking,-ing,38661.217,362575.078
Kendling,-ing,-19633.147,329251.693
Hölking,-ing,36917.583,333566.818
Illing,-ing,16213.177,331829.289
Stürzling,-ing,36750.187,331680.767
Oberkling,-ing,-16705.038,325950.291
Holzmanning,-ing,38562.605,330981.277
Liesing,-ing,20862.191,174486.253
Dolling,-ing,-24040.834,167743.07
Felling,-ing,34078.981,338981.339
Obermaisling,-ing,-17285.235,323545
Fürstling,-ing,32720.278,347785.855
Schnappling,-ing,42119.596,339713.516
Mansing,-ing,21980.046,328073.996
Alterding,-ing,-18752.926,323870.846
Wiesing,-ing,23210.425,329870.685
Wörling,-ing,14134.962,335655.12
Felling,-ing,67468.424,347171.433
Stillfüssing,-ing,39250.242,352540.768
Felling,-ing,4275.229,332959.003
Standharting,-ing,22507,342042.677
Löpperding,-ing,35132.834,327922.862
Galling,-ing,74895.716,174828.56
Kleingörtschach,-ing,83994.679,172222.91
Dalling,-ing,64468.897,185152.886
Seyring,-ing,8687.377,343901.793
Oberrühringsdorf,-ing,27398.049,351277.587
Katlingberg,-ing,-16160.799,169788.296
Seiring,-ing,28250.894,329157.41
Gugerling,-ing,41958.989,356993.303
Reitting,-ing,22541.895,336395.042
Nisting,-ing,43395.999,339893.473
Itzling,-ing,34289.034,352762.44
Ranzing,-ing,50787.055,349699.079
Etting,-ing,10002.557,346979.015
Wachling,-ing,28215.5,350996.909
Sittling,-ing,16254.72,350620.954
Wilpling,-ing,82082.558,196264.835
Rietzing,-ing,-18608.195,325134.667
Reitzing,-ing,166904.936,336499.696
Pötzling,-ing,40131.015,360666.497
Burgerding,-ing,19456.665,356363.194
Kickingerödt,-ing,38415.66,380868.275
Wurmassing,-ing,-22553.052,305946.648
Straß bei Texing,-ing,146795.301,323516.01
Bubesting,-ing,5570.051,339731.991
Deuting,-ing,-36164.378,250946.474
Otzling,-ing,8453.94,336603.439
Knotzing,-ing,-29134.687,315767.426
Kuning,-ing,166765.303,334673.129
Stifting,-ing,116049.706,364053.498
Henning,-ing,30201.83,350927.022
Weirading,-ing,-5090.745,346371.724
Stapfing,-ing,-16957.939,330057.398
Starzing,-ing,98380.418,339738.958
Weigljebing,-ing,23067.213,347232.841
Scherwolling,-ing,3392.338,336988.386
Helmling,-ing,28222.76,346614.476
Wimpassing,-ing,-18118.525,325271.017
Knirzing,-ing,11402.023,333136.69
Dingberg,-ing,41313.367,341697.186
Atzing,-ing,4138.612,338019.082
Hundassing,-ing,22293.763,339582.193
Poing,-ing,27430.176,349344.373
Kranzing,-ing,56855.182,347849.995
Pfaffingdorf,-ing,15267.778,362053.019
Roiding,-ing,20536.457,346455.272
Dietarding,-ing,12124.227,347609.221
Holzing,-ing,34634.154,349726.839
Aschbrechting,-ing,17585.435,340681.035
Stilzing,-ing,36901.167,362071.685
Jetzing,-ing,186791.851,349746.819
Grading,-ing,3396.987,339110.013
Innerhafling,-ing,21972.915,321787.181
Simmering,-ing,21647.247,332055.091
Gründling,-ing,26058.208,335805.982
Niederzeiling,-ing,41112.92,330538.826
Eitzing,-ing,16361.944,328438.355
Pupping,-ing,49237.597,355883.922
Hobling,-ing,583.386,339162.778
Ratzling,-ing,30961.197,353920.912
Alharting,-ing,-17724.861,342007.255
Schmieding,-ing,38879.452,363070.646
Kleingraben,-ing,195101.849,345102.048
Wiesing,-ing,26670.714,351382.02
Mottingeramt,-ing,151170,382631
Golling an der Salzach,-ing,-12376,273105
Hofmanning,-ing,24909.171,326776.058
Hareding,-ing,26345.672,346321.057
Zauching,-ing,159389.84,334512.92
Hausmening,-ing,110507,326351
Gaming,-ing,131293,311538
Kottingreith,-ing,43548.249,334719.832
Kösting,-ing,53732.606,180364.12
Feitzing,-ing,11532.21,330868.711
Weiking,-ing,36131.474,351177.535
Dörfling,-ing,82012.709,332930.998
Walling,-ing,14508.075,334303.208
Freundling,-ing,26561.858,327642.54
Inzing,-ing,31953.344,365604.168
Vorderarming,-ing,23344.734,331694.372
Meisingerödt,-ing,41453.05,383199.749
Wilhaming,-ing,42992.031,331684.227
Nöstling,-ing,38192.867,322561.157
Hofing,-ing,-330.222,350329.834
Assing,-ing,-38868.276,174314.483
Igling,-ing,15865.16,362349.684
Hofmaning,-ing,31759.867,346748.078
Jetzing,-ing,-21256.922,328349.238
Naderling,-ing,-404.599,338719.222
Unterkling,-ing,-16701.177,326480.162
Aching,-ing,16112.967,338809.964
Walding,-ing,23998.761,331375.319
Unterpassering,-ing,86607.738,184214.378
Franzing,-ing,40377.154,338923.563
Weikharting,-ing,33927.377,328525.522
Höfling,-ing,127200.808,325455.717
Pöding,-ing,186864.82,348885.328
Konzing,-ing,32946.588,377175.791
Wilding,-ing,26255.554,330364.444
Würmling,-ing,163394.588,345651.048
Kobling,-ing,43354.355,367671.67
Schützing,-ing,-38224.892,250273.544
Lamperding,-ing,-18223.814,323729.946
Schmieding,-ing,11148.009,331887.218
Rasting,-ing,67086.051,181936.117
Mahlerhof,-hof,-280070.291,266694.504
Plattenhof,-hof,-272448.089,237301.647
Stachelhof,-hof,-270514.211,226328.438
Bahnhof,-hof,-217976.426,224757.157
Schwandhof,-hof,-216848.714,250840.022
Tatschhof,-hof,-205803.125,229166.329
Wiesenhof,-hof,-196370.853,217867.129
Poschenhof,-hof,-196179.408,216917.626
Zaunhof,-hof,-191479,222200
Seehof,-hof,-191368.56,240376.344
Wireshof,-hof,-162649,238928
Egghof,-hof,-159191.158,235433.363
Einsiedlhof,-hof,-155877.608,233735.461
Wiesenhof,-hof,-148406,227906
Gallhof,-hof,-147481.294,228815.968
Planötzenhof,-hof,-148034,239167
Zeinerhof,-hof,-143034,225491
Triendlhof,-hof,-139637,236316
Schloßhof,-hof,-141309,241990
Schindlhof,-hof,-131838.706,243130.273
Bahnhofsiedlung,-hof,-125620.55,243979.165
Guggerhof,-hof,-112634.052,247220.277
Durrahof,-hof,-114260.819,264456.769
Mitterhof,-hof,-97639.974,232974.106
Neuhof,-hof,-84055,265359
Vorhofalm,-hof,-54963,229275
Almhof,-hof,-56979.334,232942.51
Anthofalm,-hof,-48105.148,195416.845
Oberhofalm,-hof,-47920.727,255545.846
Maishofen,-hof,-39765,247063
Wegmacherhof,-hof,-37133.279,188700.485
Sonnhof,-hof,-32146.726,250645.066
Ehringhof,-hof,-27676.857,313129.555
Zachhof,-hof,-24349,249666
Edthof,-hof,-26473,331763
Prielhofer,-hof,-23062.625,332963.723
Obermaierhof,-hof,-15783.233,283266.878
Untermaierhof,-hof,-15727.414,283177.12
Fuchshofen,-hof,-18508,340127
Bogenhofen,-hof,-16365,347666
Schwaighofenberg,-hof,-14302,300255
Mattighofen,-hof,-13684,329779
Brennhof,-hof,-9919,257100
Glatzhof,-hof,-5541.208,253777.569
Stampflhof,-hof,-2073.861,310975.888
Annichhofhütte,-hof,4674.848,233599.804
Garnhof,-hof,4464.296,247505.648
Göglhof,-hof,4216.875,260181.229
Lederhof,-hof,4896.643,272665.901
Antiesenhofen,-hof,4793,355963
Garhof,-hof,6981,356032
Bodenhofen,-hof,5930,358216
Eisenhofalm,-hof,10069.542,243057.728
Kohlhof,-hof,8640,338436
Tauernhof,-hof,14453.274,234440.94
Doblhof,-hof,14701.008,347854.592
Maierhof,-hof,15086.305,217241.588
Sonnhof,-hof,16377.708,235102.607
Katzhofalm,-hof,16617.955,268717.923
Maierhof,-hof,21616,317074
Obere Moarhofalm,-hof,23074.348,241926.725
Mairhof,-hof,28817,335949
Pamingerhof,-hof,29096,371967
Althofen,-hof,30706,223118
Miedlhof,-hof,31003.555,305819.77
Gallhof,-hof,36593,275164
Kohlböckhof,-hof,37117.583,336102.654
Firböckhof,-hof,35199.713,376123.722
Eschernhof,-hof,40432,384956
Mayrhof,-hof,43774,358889
Mayrhof,-hof,42190.629,369972.195
Weghof,-hof,47226,343904
Mayrhof,-hof,46056,368806
Rutzhof,-hof,47004.389,380782.709
Wögerhof,-hof,47008,383064
Zizlhof,-hof,49424.036,382646.43
Fritzhof,-hof,52156.454,219263.936
Edthof,-hof,54278.303,311959.421
Waldhofer,-hof,55174.896,366475.087
Oranhof,-hof,58721.478,163878.592
Mayerhof,-hof,57960.856,190170.824
Hühnerhof,-hof,59428.097,340683.134
Angererhof,-hof,63743.713,168336.451
Zehethof,-hof,61541.676,311927.23
Granglitzhof,-hof,65082.025,189884.384
Staubitzhof,-hof,70886.095,170657.148
Waldhof,-hof,72217.145,170313.403
Zwatzhof,-hof,71609,204469
Frauenhofen,-hof,72436,323010
Strechhof,-hof,74870.961,265761.986
Egglhof-Siedlung,-hof,73602.348,286560.301
Pugelhof,-hof,74751.082,284192.706
Herzoghof,-hof,78902.094,167625.193
Pörlinghof,-hof,80034,184717
Rohrhofer,-hof,77166.182,316360.034
Schützenhof,-hof,83664.326,213956.996
Pichlhofen,-hof,88344.575,231051.109
Untermayrhofen,-hof,89038,331549
Fadlhof,-hof,90442.825,331729.283
Wittinghof,-hof,88958,365908
Mairhofer,-hof,90139.153,365041.737
Stibitzhof,-hof,94168,334208
Greisinghof,-hof,92241.686,356039.988
Knollnhof,-hof,93586,359871
Mayrhofer,-hof,94431.533,357579.716
Schallhof,-hof,92672,366535
Biberhofer,-hof,95112.058,382543.652
Bischofhütte,-hof,97409.665,208098.901
Lindenhof,-hof,95435.773,282346.141
Marienhof,-hof,98268.982,296593.77
Hochhof,-hof,96057.615,329223.852
Reindlhof,-hof,97216.64,334799.544
Ruprechtshofen,-hof,98045,339079
Anazhofer,-hof,96836.175,352958.028
Neuhof,-hof,98426,376958
Lindenhof,-hof,101579.346,170704.176
Torhof,-hof,101089.204,225226.303
Wieshof,-hof,101556,333591
Seisenhofer,-hof,102878.357,346018.392
Kammerhof,-hof,101004.024,349261.059
Meierhofen,-hof,108595,329299
Pyhrahof,-hof,108212.671,329847.766
Purghofer,-hof,108682.47,345090.13
Oberhofstad,-hof,113953,340193
Zehethofer,-hof,111510.149,341687.13
Wieshofer,-hof,111786.136,346594.678
Fellhofer,-hof,113098,349047.705
Leimhof,-hof,114153.535,353640.292
Pregelhof,-hof,115873.334,167965.438
Zeitlhof,-hof,118215.438,359270.797
Wurzenhof,-hof,117824.563,375074.011
Friedrichshof,-hof,118322.962,398847.459
Hinterhof,-hof,121420.503,315027.143
Maierhof,-hof,121311.676,324481.124
Scheldhof,-hof,118999.691,333765.115
Krahof,-hof,120186,335603
Berghof,-hof,119525,340547
Dannhofer,-hof,119853.945,348630.682
Spitzhof,-hof,122174.188,348361.525
Gumpetshofer,-hof,118496.934,350362.744
Bichlhof,-hof,121806,394160
Bahnhofsiedlung,-hof,124193.381,167780.817
Gallerhof,-hof,122480.393,243234.197
Burghof,-hof,123739.98,342557.208
Teichthof,-hof,125277.381,368139.623
Loschenhof,-hof,123220.135,372871.056
Staudenhof,-hof,122822.129,393184.678
Hochhof,-hof,129492.661,321876.156
Brandhof,-hof,129572.509,319502.96
Dürnhof,-hof,126197.2,331299.492
Satzinghof,-hof,127241,371875
Gaunitzhof,-hof,127822.353,370298.975
Knappenhof,-hof,127782,373706
Watzlhof,-hof,128932.911,382509.834
Sonnhofbauer,-hof,131218.419,221035.755
Traxelhof,-hof,132030.762,372249.809
Teichhof,-hof,133488.995,373601.649
Bruckhof,-hof,129971.418,377934.904
Hagenhof,-hof,131516.048,376267.745
Zehethof,-hof,136867.75,314857.788
Haubenhof,-hof,137331.986,333517.274
Dürnhof,-hof,135887.964,389062.331
Ungarhof,-hof,137682.565,334318.314
Hubertushof,-hof,144296.544,294560.33
Steinhof,-hof,144988.53,350577.266
Birchhof,-hof,147573.765,334433.419
Stockhof,-hof,147798.56,334131.452
Höllerhof,-hof,148199.887,363436.871
Krähenhof,-hof,148359.498,360748.597
Kleinschwaighof,-hof,151644.118,321693.035
Kleinmaierhof,-hof,149923,326029
Neuhof,-hof,150117.097,413061.696
Bogenhof,-hof,156398.013,222543.375
Auhofer,-hof,153645.063,248151.296
Lackenhof,-hof,155961.985,293768.423
Ödhof,-hof,154405.338,307396.014
Hofstetterhof,-hof,156240.678,330793.628
Reißerhof,-hof,155446.13,344896.992
Reithof,-hof,154301.139,347490.541
Mosinghof,-hof,153967,364532
Meierhof,-hof,153607.283,413493.185
Veitlhofsiedlung,-hof,157274.672,173150.639
Buchhofer,-hof,157831.86,228488.94
Mittlerer Windhof,-hof,159159.367,233051.08
Reithof,-hof,159989,239644
Hauptretzhof,-hof,159712.456,308503.414
Waldherrhof,-hof,156740.087,330540.327
Schreiberhof,-hof,159184.785,331190.508
Tirtzhof,-hof,158379.19,351059.291
Klauberhof,-hof,162934.14,191283.506
Proschenhofsiedlung,-hof,162952.051,274380.327
Knallhof,-hof,161829.067,303161.601
Ödenhof,-hof,163899.067,304355.374
Knappenhof,-hof,166349.505,176416.256
Grafenhofsiedlung,-hof,165646,223037
Pammerhof,-hof,166078,239220
Gaulhof,-hof,166160.07,241907.649
Schulhofer,-hof,166375.089,252830.797
Sandhofer,-hof,164436.117,259382.292
Unterer Zehenthofer,-hof,167838.982,259999.47
Rainhofsiedlung,-hof,166849.698,269579.348
Magritzerhof,-hof,168632.509,268878.678
Haidenhof,-hof,169829.242,306632.472
Zehethof,-hof,171966.418,328723.66
Teufelhof,-hof,169543,341276
Viehofen,-hof,171400,345807
Zinkhof,-hof,173259.976,257288.284
Karnhof,-hof,173468.881,257650.889
Krempelhof,-hof,174761.158,333368.109
Rohrhof,-hof,175701.697,332067.951
Grabenhof,-hof,175771.143,340170.776
Graberhofbauer,-hof,177728.967,230897.995
Klafterhof,-hof,178688,241203
Birnhof,-hof,176041,245305
Schreihofer,-hof,177671.362,283024.571
Krampushof,-hof,178070,283067
Bieglhof,-hof,177148.766,304638.398
Schlinghofer,-hof,177708.402,324900.949
Nagelhofer,-hof,178854.353,327550.353
Nockerhof,-hof,176576.345,332051.679
Berghof,-hof,176115.621,340985.048
Schrotthof,-hof,176555.101,340246.521
Kurhof,-hof,178565.98,366938.235
Maierhof,-hof,179818,242050
Falkenhof,-hof,179997,242773
Schwenghof,-hof,180695.32,245722.828
Am Fußhof,-hof,180945.112,246361.858
Sennhofer,-hof,181106.876,266618.855
Grautschenhof,-hof,180366,277208
Grieshof,-hof,180406.643,308715.159
Salmannshof,-hof,180860.264,308203.17
Brennhof,-hof,180502.21,330199.671
Lehenshofen,-hof,187190.096,243414.216
Fragenhofer,-hof,185236.346,263679.532
Lodenhof,-hof,184746.952,319612.492
Ederhof,-hof,184425.038,328462.945
Oberholzhof,-hof,185284.413,329297.104
Maierhofer,-hof,185332.893,332901.603
Ödhof,-hof,185106.315,335244.212
Schildhof,-hof,189436,182168
Wagenhoferberg,-hof,188573,202832
Grabenhof,-hof,188991,201998
Edelhof,-hof,190715.61,212795.459
Schoberhof,-hof,189046,300012
Gasthof Kreuzhof,-hof,188924,306265
Brennhof,-hof,188626.483,323284.38
Scheiberhof,-hof,187347.158,327401.39
Wienhof,-hof,190464.558,326561.393
Berghofer,-hof,192390.776,251090.586
Mühlhof,-hof,191564,285958
Rieglhof,-hof,193611,312170
Hagerhof,-hof,192454.476,322229.019
Kohlhof,-hof,191692.452,337036.481
Goritzhof,-hof,193564.032,340129.953
Madlhof,-hof,197306.137,178804.059
Platthof,-hof,196462.769,212878.352
Stierhof,-hof,196191.064,249478.421
Felberhof,-hof,195990.898,289899.538
Rehhof-Siedlung,-hof,195054.33,324056.645
Reisberghof,-hof,195992.537,324109.812
Stieglhof,-hof,196566.266,324759.325
Paarhof,-hof,196720.707,326912.763
Wasenhof,-hof,201691,177350
Sellhof,-hof,201997,276795
Tannhof,-hof,202111.5,280162.823
Brunnhof,-hof,199426.514,312128.041
Maierhof,-hof,198877,318289
Nexenhof,-hof,202001,390210
Thurnhof,-hof,203716,277166
Minihof-Liebau,-hof,208620,197232
Maierhofäcker,-hof,209825,222895
Haidlhof,-hof,209928.595,318234.714
Lindenhof,-hof,207576,331885
Haiderhof,-hof,211358.059,262934.718
Schafferhof,-hof,212142.69,276912.405
Buchenhof,-hof,211022.22,351310.069
Knappenhof,-hof,214643.727,270579.301
Zauneghof,-hof,215625.689,281509.813
Hoißhof,-hof,217574.39,282592.876
Deutsch Minihof,-hof,221486,207557
Meierhof,-hof,219997.924,254720.452
Stachlhof,-hof,219139.538,284732.751
Schafflerhof-Siedlung,-hof,220188,321460
Plettenhof,-hof,225275.656,281054.338
Thüringerhof,-hof,228520.593,368212.277
Rußbachhof,-hof,238933,358345
Meierhof,-hof,262650.457,395067.909
Göghhof,-hof,271881.535,302346.413
Rotterhof,-hof,-276582.438,237493.31
Altenhofalpe,-hof,-268089.513,249400.943
Melkochsenhofalpe,-hof,-244249.39,248570.69
Grieshof,-hof,-217753.788,224922.825
Schwaighof,-hof,-206187,228988
Mairhof,-hof,-199495,219286
Mühlhof,-hof,-177465.445,241714.307
Funerhof,-hof,-165371.131,229322.037
Schwaighof,-hof,-167408,240569
Garzanhof,-hof,-142630,241718
Berghof,-hof,-140232.159,213228.814
Hochgeneinerhof,-hof,-138252.912,216610.787
Schaufelackerhof,-hof,-141014,236091
Jägerhof,-hof,-124008.527,243467.359
Weislhof,-hof,-120122.664,247645.289
Stutenhof,-hof,-120726.657,249979.64
Einfanghof,-hof,-112723.763,251128.356
Oberhof,-hof,-97391,233035
Kranhof,-hof,-97038,270183
Mayrhofen,-hof,-93129,261758
Schmidhoferalm,-hof,-72280.935,188117.76
Mairhofen,-hof,-69213.961,250797.039
Forsthofalm,-hof,-62221.369,248480.367
Kramathof,-hof,-63476,272120
Schönhofer Grundalm,-hof,-57578.22,244849.545
Voglhof Grundalm,-hof,-56813.828,244610.64
Dechantshofen,-hof,-38946,245722
Kieferhof,-hof,-37197.466,189648.637
Fohlenhof,-hof,-34365,184521
Am Putzenhof,-hof,-33082.883,202850.319
Penninghofkaralm,-hof,-24250.265,235618.88
Bernhof,-hof,-25301,339236
Maierhofen,-hof,-17592,234872
Berghof,-hof,-17701.536,241451.643
Kastnerhof,-hof,-18442.067,294841.547
Obermayerhof,-hof,-16387.826,312294.591
Untermayerhof,-hof,-15902.978,312343.395
Untere Stallhofener Alm,-hof,-9475.023,196631.546
Auhof,-hof,-9004,248082
Mairhof,-hof,-7285,254354
Berghof,-hof,-5197,259095
Schallhof,-hof,-6230.339,280602.592
Fischhof,-hof,-2821,309722
Neuhofen,-hof,-2144,314898
Lämmerhof,-hof,3126.175,262055.086
Haimhof,-hof,727.326,270139.877
Thurnhof,-hof,3299,271536
Litzlhof,-hof,6113.015,188713.85
Gasthofalm,-hof,7078.358,233867.027
Arlhof,-hof,7105.869,247066.964
Schartelhof,-hof,4655,250701
Seehof,-hof,5454.895,270019.091
Weißenhof,-hof,10559.788,248541.684
Gschwendthof,-hof,7685.124,249661.951
Maierhof,-hof,10305,345197
Etzelshofen,-hof,7622,362736
Marchlhof,-hof,13309.26,241306.214
Kurzenhof,-hof,13589,248279
Raschhof,-hof,13110,345871
Michelhofen,-hof,18253,162179
Gasthof Burgstaller,-hof,16737,187826
Edt beim Pfarrhof,-hof,19173,360089
Pfarrmaierhof,-hof,22669.818,357662.89
Neuhofen,-hof,26868.563,371120.081
Semmelhof,-hof,31889,303366
Kröstlinghof,-hof,32782.622,338905.804
Mayrhofer,-hof,35670.33,361244.874
Maierhof,-hof,38969,312719
Weghof,-hof,40090,371578
Ruckerhof,-hof,45613.079,380075.888
Stallhofen,-hof,48827,166461
Gstaltenhof,-hof,48546.255,355891.96
Peterhoferalm,-hof,59064.16,278249.925
Piminghof,-hof,57922.478,315095.214
Haslhof,-hof,60454,367223
Mayerhof,-hof,59859.222,377070.186
Brigittenhof,-hof,61525.902,219207.42
Zellhof,-hof,63860.262,327185.003
Pirkhof,-hof,65024.135,166354.458
Mayerhofer,-hof,66889.82,207419.716
Maißhof,-hof,67969.159,217525.472
Bischof,-hof,71797.536,231019.826
Schützenhof,-hof,69604.055,327172.005
Gieselhof,-hof,75810.27,184306.822
Schwaighof,-hof,73586.579,215498.615
Sierninghofen,-hof,74790,323841
Friedlhofer,-hof,76638.111,247945.588
Talhof,-hof,76374.646,265374.665
Keutschachhof,-hof,81362.675,181169.245
