NAME,suffix,lon,lat
Krughof,-hof,81854,335048
Unterhofreith,-hof,80326.866,370670.233
Eiblhofmühle,-hof,84346.474,171071.069
Oberhofsiedlung,-hof,85015,270644
Grabnerhof,-hof,87166,273482
Sonnenhof,-hof,91083.305,165419.364
Gasslerhof,-hof,89987.968,195568.411
Ennstalerhof,-hof,88837.991,273885.194
Arthof,-hof,89604,343005
Steinböckhof,-hof,90333.054,372314.166
Schwaighofer,-hof,90579.557,377599.964
Irxenhof,-hof,93640.969,322652.261
Am Grabenhof,-hof,92837.241,373737.146
Wasserhofen,-hof,98464,165096
Meierhof,-hof,97087.601,284181.105
Schwaighof,-hof,97535.142,314364.52
Schoderhof,-hof,95781.732,324801.039
Ober-Murschenhof,-hof,95894.094,325181.696
Unter-Murschenhof,-hof,95960.882,325167.074
Lehof,-hof,97102.613,333327.806
Thurnhof,-hof,98616,345960
Fehrerhofer,-hof,98999.957,360788.179
Unterhüttenhof,-hof,96427.28,382968.678
Oberhüttenhof,-hof,96458.247,382310.191
Kabonhof,-hof,102414.388,171744.938
Pfarrhof,-hof,99523,327191.91
Zehethof,-hof,102426.218,335883.998
Windischhof,-hof,102518,353495
Weissenhof,-hof,100914.235,374985.618
Rosenhof,-hof,99372,381168
Schmuckenhof,-hof,106452.388,301690.45
Kaiserhof,-hof,106061.066,317731.588
Steinhof,-hof,103942.603,333003.938
Thanhof,-hof,105201.67,344647.663
Brennerhof,-hof,106489,387787
Waidhofen an der Ybbs,-hof,107589,314755
Berghof,-hof,109083.129,314656.671
Laisterhof,-hof,108672.406,385678.299
Edenhof,-hof,108466,402232
Rainhofer,-hof,111410.741,189954.587
Fuchshof,-hof,112267,339278
Schmiedhofer,-hof,110757.373,364460.065
Stierhof,-hof,112135.439,364872.55
Streithhof,-hof,113637.995,385821.986
Windhof,-hof,111897.468,390938.727
Großmeierhof,-hof,114835.462,306213.254
Straßhof,-hof,118178.151,326643.562
Lahnhofer,-hof,117659.476,348066.037
Ödhof,-hof,117689.15,371636.166
Wachtelhof,-hof,118209.026,369291.207
Einsiedlhof,-hof,118241,372174
Arthof,-hof,119109.353,166469.525
Wagenhof,-hof,119673.075,335851.769
Hirtlhofer,-hof,120047.506,348183.559
Fischhofer,-hof,120701.391,350404.94
Kötzhofer,-hof,120705.746,351092.721
Zeitlhof,-hof,118798.556,354927.771
Fahrthof,-hof,122123.677,369567.811
Friesenhof,-hof,121517.362,380610.684
Niederhof,-hof,122264,173528
Altenhof,-hof,123673,322089
Altenhof,-hof,125079,329383
Schmutzenhof,-hof,125353,327539
Tümmelhof,-hof,123673.664,370157.967
Walpurgishof,-hof,126250.669,245930.096
Schwaighof,-hof,126400.224,314347.768
Haghof,-hof,127603,314755
Steghof,-hof,129624.466,314653.555
Kleehof,-hof,127196,344999
Arthof,-hof,127663,347747
Weichselbaumhof,-hof,127121.651,366929.612
Hühnerbichlhof,-hof,127323.687,369948.888
Stücklhof,-hof,129849.269,370424.082
Schafhof,-hof,128831.893,395927.166
Krughof,-hof,132979.709,212343.812
Grubhof,-hof,132270.523,355722.494
Haiderhof,-hof,130049.018,378341.201
Lindenhof,-hof,130463.08,375768.022
Eichingerhof,-hof,132426.792,386621.574
Muselhof,-hof,135360.775,324231.267
Schafhof,-hof,137227.111,348017.155
Oberlassinghof,-hof,133978.602,377813.556
Koblhof,-hof,136587,385325
Oberhof,-hof,135778,387411
Pfaffenschlag bei Waidhofen an der Thaya,-hof,136450,413516
Münzerhof,-hof,139740.066,187962.249
Samstaghof,-hof,139828.804,322785.29
Reisenhof,-hof,139010,334285
Hacklhof,-hof,137718.757,367370.842
Schwartzhofsiedlung,-hof,145200,172498
Marhof,-hof,143378,199051
Gut Münichhof,-hof,142629.115,216086.773
Kranzlhof,-hof,143095.527,357129.043
Grubhof,-hof,143265.044,357724.31
Geierhof,-hof,144263.257,366914.383
Neuhof,-hof,143734.643,421940.596
Pengershof,-hof,143067.065,427491.966
Stallhof Fabrik,-hof,148184,196137
Sprinzelhofer,-hof,146885.468,231457.976
Schwaighof,-hof,147980,323295
Hasenhof,-hof,148249.907,360613.464
Romhofner,-hof,151797.697,199252.737
Thalerhof,-hof,151393.525,293816.827
Haidhof,-hof,150432.584,396062.705
Gallerhof,-hof,154281.08,202654.445
Riederhof,-hof,153770,210672
Altgrottenhof,-hof,155790.228,213762.209
Niederhofen,-hof,156495,333264
Meierhofhäuser,-hof,154617.933,419428.987
Unterer Windhof,-hof,157699,233045
Windhof,-hof,158620.11,233380.335
Steinerhof,-hof,157121.583,235515.321
Anthofrotte,-hof,159333,313143
Oberhofen,-hof,160276,336101
Windhof,-hof,157956,351099
Steinhof,-hof,159212,351140
Grabenhof,-hof,158677.862,353585.135
Pfeifferhof,-hof,160877.082,220971.506
Zeitlhof,-hof,164132,324491
Schafhof,-hof,162943.595,347018.557
Pülnhof,-hof,163344.007,362000.271
Krahof,-hof,164620.652,278567.051
Pfarrhof Strögen,-hof,167488.857,394752.379
Pesenhofer,-hof,168345.891,228850.082
Holzhof,-hof,168359.434,300497.715
Bayerhof,-hof,171599.397,311418.126
Kandlhofalm,-hof,170451.497,315463.296
Friedlhof,-hof,174603.209,221808.065
Pretterhof,-hof,172879,244383
Kollhofer,-hof,172300.465,249968.774
Ochsenhofer,-hof,172513.651,254201.193
Hönigshof,-hof,173755.253,258158.436
Schmiedhofer,-hof,173247.121,263475.564
Auenhof,-hof,173092.91,265221.844
Giselhof,-hof,175723,312104
Meierhof,-hof,177803.833,187284.009
Putzenhof,-hof,178269.446,247139.703
Windhofer,-hof,176756.952,250081.601
Wiedenhofer,-hof,177399.166,250856.524
Gauglhof,-hof,179361.834,255850.943
Wagenhof,-hof,179535.805,328535.474
Gaishof,-hof,178093.436,331032.564
Bachhof,-hof,179089.768,331372.719
Holzerhof,-hof,179378.074,330589.382
Dornhof,-hof,182479,177603
Schrankenhof,-hof,180740.29,233724.918
Moihofer,-hof,181288.387,250864.594
Gaulhofer,-hof,181762.044,255532.481
Knauerhof,-hof,181702.392,275155.367
Wagenhof,-hof,182493.741,300023.815
Rehhof,-hof,183479.185,304188.086
Pfandlhof,-hof,179797.233,316296.161
Gamsenhof,-hof,180483.666,316163.76
Paarhof,-hof,181157.899,315963.523
Orthof,-hof,181027.262,329309.972
Stixenhofer,-hof,182959.2,339378.332
Stollhofen,-hof,179868,359918
Prillinghof,-hof,183632.212,178424.532
Grieshof,-hof,186279,198388
Erzlhof,-hof,185178.814,279417.09
Haselhof,-hof,184540.545,325914.716
Ober-Götzhof,-hof,186103.583,326455.845
Warthof,-hof,183847.542,340703.88
Heinzenhof,-hof,185094.399,339063.265
Teichthof,-hof,186811.586,344037.614
Wurzingerhof,-hof,188215,189254
Schützenhofer,-hof,189086.32,253492.825
Forsthofer,-hof,189427.594,255543.007
Forellenhof,-hof,188095.656,297757.703
Bruckhof,-hof,188187.896,327767.928
Burhof,-hof,187569.878,332090.033
Wiesenhof,-hof,191669.243,255039.059
Weghof,-hof,192747,260376
Moihof,-hof,194505,257463
Brandlhof,-hof,194760.482,326015.126
Frauenhof,-hof,191595.547,342026.541
Waldhof,-hof,194648.791,342885.291
Schwaighofer,-hof,196397.212,303636.222
Grabenhof,-hof,196733.488,342849.439
Prentlhof,-hof,201901.281,175455.708
Thalhof,-hof,201612.528,322408.762
Untermayerhofen,-hof,202808,230064
Strelzhof,-hof,205316,299097
Ghf Steinerhof,-hof,202940.577,339765.059
Tirolerhofsiedlung,-hof,216489,333568
Reicherhof,-hof,219150.047,285454.263
Geiselbrechthof,-hof,219077.13,398773.73
Blaustaudenhof,-hof,220915.601,402654.142
Tuttenhof,-hof,223102.65,358166.911
Meierhof,-hof,226703.86,230867.568
Neuhof,-hof,228816,240062
Beim Meierhof,-hof,229653,224144
Gutenhof,-hof,232755,329369
Aichhof,-hof,236070.28,335467.136
Stuttenhof,-hof,235764.791,411897.333
Schafflerhof,-hof,238238,349039
Thavonhof,-hof,242765,348202
Fürst Liechtenstein Meierhof,-hof,244882.95,384300.731
Kroatisch Minihof,-hof,249459,270602
Marienhof,-hof,251435.219,269257.073
Wilfleinsdorf-Bahnhof,-hof,252532.629,325847.861
Friedrichshof,-hof,269571,318605
Markthof,-hof,269337,345813
Bahnhofssiedlung,-hof,272393.992,325766.907
Hansaghof,-hof,278866.724,297953.501
Karlhof,-hof,283204.249,324126.386
Berghof,-hof,-276620.703,239767.075
Tiefhof,-hof,-216201.87,196647.219
Zappenhof,-hof,-212545.215,225200.739
Niederhof,-hof,-196194,226228
Klockerhof,-hof,-183282.925,237071.114
Bingeshof,-hof,-169650.543,241751.93
Kundlhof,-hof,-166466.225,226064.389
Zenzenhof,-hof,-146949,233937
Steidlhof,-hof,-141271.31,217309.109
Lippenhof,-hof,-136474,213122
Marklhof,-hof,-136484,239774
Brandhof,-hof,-130899,240703
Knappenhof,-hof,-125536,245318
Vorhof,-hof,-103721.942,260447.43
Schiedhofalm,-hof,-81198.728,227199.402
Mayrhof,-hof,-83046.347,280878.348
Einödhof,-hof,-66837.357,237769.319
Niederhofen,-hof,-67382,266503
Litzlhof,-hof,-65110,237422
Lärchenhof,-hof,-62555,271516
Saalhof Hochalm,-hof,-61241.497,245945.685
Wieshof,-hof,-54874.775,249445.183
Vorderhofalm,-hof,-51690.339,254006.278
Grubhof,-hof,-47406,271037
Schönhof,-hof,-38748.031,249150.3
Niederhof,-hof,-36699.016,237847.759
Oberhof,-hof,-37434,238346
Viehhofalm,-hof,-35373.542,241254.194
Hanneshofalm,-hof,-37072.64,246513.625
Schröttelhofalm,-hof,-32445.583,177732.754
Waldhof,-hof,-28973.035,228089.145
Hinterhof,-hof,-28595,328876
Glanhofen,-hof,-24531,295666
Leimhof,-hof,-26016,335590
Semmelhof,-hof,-26258,339120
Zaunerhof,-hof,-21123,290801
Betriebsbaugebiet Ranshofen,-hof,-22583.3,344047.53
Grabnerhof,-hof,-17695.431,229843.736
Oberhof,-hof,-16827,241493
Judenhof,-hof,-18162.271,242890.078
Rupertihof,-hof,-15739.238,260094.68
Mitterhof,-hof,-18263.507,312423.722
Zellhof,-hof,-17850.418,316265.686
Grafenhof,-hof,-12116,242903
Mayerhofsiedlung,-hof,-12386.364,274911.693
Mayerhofer,-hof,-12277,274952.703
Niederhof Siedlung,-hof,-13034.503,283753.687
Mayr Melnhof Siedlung,-hof,-14206.287,284998.596
Obere Stallhofener Alm,-hof,-9602,196257
Grünhofalm,-hof,-9200.092,227345.144
Sedlhof,-hof,-9762.441,243400.209
Schörghof,-hof,-9536.083,280723.508
Edhof,-hof,-9468,310827
Bernhof,-hof,-5647,270890
Oberhofen am Irrsee,-hof,-2007,312580
Zaißhof,-hof,3076,253885
Pilgertshof,-hof,-211.839,270799.259
Kehlhof,-hof,1124,270631
Schwaighof,-hof,5746.414,250554.414
Brodhof,-hof,6079,260381
Stallhof,-hof,7078.431,270709.751
Katzhof,-hof,4600.714,273522.393
Seehof,-hof,5158,297334
Rojachhof,-hof,9417.945,187770.176
Zirmhof,-hof,9794.314,204731.386
Gasthof Winterstellgut,-hof,8032,266370
Schwaighof,-hof,7866.236,306338.972
Maihof,-hof,11154,354781
Mayrhof,-hof,10508.257,379431.877
Berghof,-hof,11302.073,295475.094
Hartlhof,-hof,12035,331622
Kalchofen,-hof,20317,318852
Zahnhof,-hof,22527.288,325522.397
Winterhof,-hof,19365,380026
Mairhof,-hof,30037,313540
Unterepfenhofen,-hof,27910,332307
Zehenthof,-hof,32605.25,226652.461
Mooshof,-hof,31173,328218
Neuhofen Siedlung,-hof,44757.043,267861.735
Hanghof,-hof,44533.481,380447.598
Eckerhof,-hof,48489,323466
Wieshof,-hof,46244,341322
Seltenhof,-hof,48606.646,369991.586
Mairhof,-hof,46055,372030
Dobretshofen,-hof,46295,380290
Mayrhof,-hof,48962,381202
Geppelhof,-hof,53207.922,317821.878
Steinhof,-hof,52008,327188
Jägerhof,-hof,53294.28,334554.539
Forsthof,-hof,56731.946,167417.642
Karrerhof,-hof,56313.492,173746.229
Marhofer,-hof,60295.593,182980.412
Lindenhof,-hof,62933.148,219335.995
Wimhofer,-hof,62671,361997
Weierhof,-hof,65846.996,217702.896
Ritzlhof,-hof,68067,338976
Bischof,-hof,70916.835,226904.761
Seebachhof,-hof,72319.214,286804.914
Klamhof,-hof,70882.688,362035.775
Marienhof,-hof,77280.226,168037.325
Brandlhof,-hof,78435.341,175869.23
Planhof,-hof,79635.959,178454.486
Meierhof Luftenberg,-hof,80075,348533
Klaushof,-hof,82832.319,297219.027
Resthof,-hof,81221.928,325221.876
Martinzhof,-hof,85013.058,172422.053
Ebenhofer,-hof,87720.796,213829.545
Bischofberg,-hof,84647,215935
Moarhof,-hof,85640.036,235515.981
Kreppenhofer,-hof,90950,358614
Kiesenhofer,-hof,87859,370584
Punkenhofer,-hof,90664,370850
Anthofergut,-hof,91809.074,323762.299
Pölshof,-hof,96612,232301
Windhof,-hof,98197.469,336717.426
Stampfhofer,-hof,96162.973,365407.063
Weingartshof,-hof,101627.316,320316.859
Pimshof,-hof,102528.905,321247.105
Schickenhof,-hof,100085,336029
Wagerhof,-hof,100087,339324
Stritzelhof,-hof,105816,324817
Schramelhof,-hof,104807,325962
Hörzinghofer,-hof,104480.121,359134.552
Schönebnerhof,-hof,103945.076,378214.502
Senftenhof,-hof,108090.89,310724.571
Bairhof,-hof,107523.445,349248.62
Leitenhof,-hof,110196.742,385552.487
Neuhofen an der Ybbs,-hof,113471,325405
Reithof,-hof,112738,332432
Mayrhofer,-hof,112093.957,341325.433
Kogelhofer,-hof,111776.958,349000.215
Rienhof,-hof,112311.56,363578.033
Neuhof,-hof,115942.192,374454.139
Rammelhof,-hof,117316,374098
Irrhof,-hof,118022.423,371916.578
Einödhoferhütte,-hof,118914.897,226520.741
Hinterhof,-hof,121405.135,323552.116
Braunshof,-hof,119634,328988
Spitzhof,-hof,118721.546,342629.692
Rohrhof,-hof,121499.318,371192.771
Hirschenhof,-hof,121610,393195
Hochhofstetter,-hof,122833.132,349727.004
Zeitlhof,-hof,123485.545,350001.615
Leitenhof,-hof,124546.197,368207.173
Steinhof,-hof,125896.097,374765.252
Galthof,-hof,122952.792,419491.9
Schrefelhof,-hof,127757.2,198606.837
Stadlhof,-hof,126158,248918
Haiderhof,-hof,127520.084,255029.747
Zellhof,-hof,127083.501,314576.564
Zehethof,-hof,126668,329105
Schloßhof,-hof,129710.228,375814.514
Windhofhäusl,-hof,128357.616,396962.727
Windhof,-hof,128471,396510
Fuchshof,-hof,131428.937,325345.639
Bernhof,-hof,132545,349960
Gutscherhof,-hof,132565.414,355847.336
Katzenhof,-hof,130428.159,376601.82
Kreuzhof,-hof,132362.625,379513.998
Teilhof,-hof,132128,424009
Ungerhof,-hof,134624.63,212442.72
Reinthalerhof,-hof,134813.183,220161.086
Lackenhof,-hof,135853,305116
Oedhof,-hof,134244.989,340630.695
Haidhof,-hof,134583.802,349862.262
Rammelhof,-hof,136425,374127
Neuhof,-hof,139271,233384
Wetzlashof,-hof,140006.712,361578.173
Neuhof,-hof,137561,366772
Rosenhof,-hof,143873,202924
Althofen,-hof,141820,207029
Stallhofberg,-hof,143546,215165
Lindenhof,-hof,144027.776,296715.622
Nestelberg-Lackenhof,-hof,141414,308582
Weghof,-hof,142047,336512
Zinsenhof,-hof,143025,336079
Steghof,-hof,144303,336222
Schweighof,-hof,146767.492,240128.571
Trettelhof,-hof,146531.949,297205.362
Kapschhof,-hof,146314.243,299542.074
Lothauhof,-hof,146904.378,362529.496
Schellingshof,-hof,145447.156,419962.468
Harrahof,-hof,150281,185993
Zellhof,-hof,150301.935,234976.097
Lassinghof,-hof,149273.628,305540.878
Mayerhof,-hof,150241.254,318667.961
Großschwaighof,-hof,151644.012,321661.474
Münichhofen,-hof,151276,332860
Hubhof,-hof,151014,353051
Hubhof,-hof,149219.083,364076.688
Sittmannshof,-hof,151188.792,414468
Rosenhofer,-hof,154325.218,209002.938
Schröckenhof,-hof,155313,273187
Gstettenhof,-hof,155773.442,293457.886
Thalhof,-hof,155348.815,321047.169
Bergerhof,-hof,152989.135,324003.735
Ainhofen,-hof,153276.661,337230.525
Hubhof,-hof,153885,338173
Neuhofen,-hof,155062,343955
Langeshof,-hof,152958.01,364567.267
Oberer Windhof,-hof,159207,233453
Gernhof,-hof,156783.023,261708.872
Weghof,-hof,160220.789,308693.089
Jägerhof,-hof,157787,330045
Ottenhof,-hof,157852.908,353679.451
Schweizerhof,-hof,159824.343,379409.032
Stixenhof,-hof,158054.145,392628.72
Tullhof,-hof,163429.117,221854.273
Loderhofer,-hof,163552.21,275629.893
Felberhof,-hof,161371.503,309794.097
Stranerhof,-hof,162068.905,333086.955
Leximihof,-hof,165961.751,195604.289
Holzerhof,-hof,166206.788,215872.534
Wasserhof,-hof,166476.975,300295.153
Förthof,-hof,165571,364631
Ebelhof,-hof,170185,226756
Petschenhofer,-hof,168514.219,250182.056
Krottenhof,-hof,170884.253,271943.204
Paxelhof,-hof,169301.208,301339.762
Kandlhof,-hof,168813.431,315031.756
Haselhof,-hof,168586.707,326643.968
Lilienhof,-hof,171601.24,341923.537
Listhofer,-hof,173716.916,244834.663
Ebenhofer,-hof,173630.053,254612.382
Gaihof,-hof,173765,257369
Kögelhof,-hof,173699.924,330948.981
Maierhofen,-hof,178523,200657
Moosbeckhofer,-hof,178669.567,264199.827
Könighofer,-hof,176927.38,264928.107
Lindenhof,-hof,178265.967,325562.866
Ödhof,-hof,178590.543,323081.97
Gernhof,-hof,179629.872,331188.059
Kledinghof,-hof,178438.448,334543.444
Bahnhofsiedlung,-hof,176658.642,356839.879
Talhof,-hof,182100.479,282342.756
Raxhof,-hof,181022.908,285353.916
Gölshof,-hof,179824.963,316474.403
Kernhof,-hof,180053.647,328294.486
Oberreichenhof,-hof,180519.613,327329.711
Eibenhof,-hof,182436.048,336629.898
Angerhof,-hof,181268.125,339334.225
Kropfhof,-hof,184936.779,232677.425
Kerschhofer,-hof,185045.636,249609.874
Bühlhofer,-hof,185536.683,264560.233
Arthof,-hof,184171.061,324153.748
Eibenbergerhof,-hof,184718.128,330462.83
Weghof,-hof,184404.919,340043.074
Hinterer Ödhof,-hof,183876.892,344195.158
Reithof,-hof,184213.185,344553.381
Sommerhof,-hof,184338,341963
Haidhof,-hof,186652,343246
Meierhof,-hof,184377.349,404739.45
Meisterhofer,-hof,187619.883,263925.426
Althammerhof,-hof,190004.858,284219.45
Wegererhof,-hof,190966.065,285598.68
Saghof,-hof,188377.314,304733.357
Schweighof,-hof,189213.005,305317.701
Waisenhof,-hof,190516.736,322158.352
Bramethof,-hof,187540.588,338988.218
Frauenhofengraben,-hof,192710,233190
Grubhof,-hof,194673.019,238821.575
Grashof,-hof,193674.01,282530.733
Scharrhof,-hof,192019,284440.961
Böhmerhof,-hof,192236.256,339633.878
Haiderhof,-hof,198235.076,251007.282
Karnhof,-hof,197396.348,283796.342
Ödenhof,-hof,195705,295179
Ruschhof,-hof,196340.571,314380.673
Fallenzhof,-hof,196599.173,337596.971
Maishof,-hof,197302,345228
Pridahof,-hof,202479,178614
Maierhof,-hof,201001.932,244640.471
Orthof,-hof,201122,274541
Fehring-Bahnhof,-hof,203783,204476
Schwaighof,-hof,204009,260147
Stollhof,-hof,205022,302785
Raffelhof,-hof,205158.834,389571.463
Haushofer,-hof,207998.592,262828.45
Weinwartshof,-hof,209762,358881
Ungerhof,-hof,212439.19,281121.153
Stanghof,-hof,213768,285167
Bahnhofsiedlung Neusiedl,-hof,210758,295272
Lindenhof,-hof,216741.061,268332.817
Ringhofer,-hof,221747.266,262715.437
Süßhof,-hof,219127.076,281335.781
Göberthof,-hof,220268.861,284383.182
Haidhof,-hof,218642.978,320185.875
Johanneshof,-hof,221695.174,319327.254
Mönchmeierhof,-hof,224899,246878
Gersthof,-hof,222253,348325
Inzenhof,-hof,226977,212461
Ludwigshof,-hof,228548,219969
Riedenhof,-hof,229045,332104
Magdalenenhof,-hof,226250,357184
Neuhof,-hof,225734.731,393584.15
Neuhof,-hof,238925.535,224725.679
Helmahof,-hof,240558,358072
Reuhof,-hof,237314,360553
Reiterhof,-hof,243579.351,329254.582
Großhofen,-hof,244063,351951
Stützenhofen,-hof,241061,405592
Sommerhof,-hof,244838.102,298295.843
Herminenhof,-hof,246006.097,326011.127
Strasshof an der Nordbahn,-hof,245678,358309
Zuckermantelhof,-hof,247101,361210
Ernestinenhof,-hof,250576,365606
Neuhof,-hof,254290,354210
Meierhof,-hof,256961.186,401263.298
Kleylehof,-hof,279369.386,312913.114
Sennhof,-hof,-281811.795,245020.034
Werbenhof,-hof,-272659.792,260842.152
Meierhof,-hof,-255129,267822
Niederhof,-hof,-224097,218260
Hotel Tramserhof,-hof,-208707,226404
Schweizerhof,-hof,-199036.135,226085.123
Audershof,-hof,-198044.765,229480.471
Schwaighof,-hof,-193270,232362
Mairhof,-hof,-190207,234060
Schmiedhof,-hof,-176604,207203
Fitzlerhof,-hof,-165289,229575
Stickelberghof,-hof,-165141,239371
Tenglhof,-hof,-162306.408,238292.848
Trogerhof,-hof,-158661.959,233698.462
Knappenhof,-hof,-155706,233650
Larcherhof,-hof,-138688.282,211931.842
Taxerhof,-hof,-140956,236940
Poltenhof,-hof,-137388.178,237055.197
Bauhof,-hof,-123325.507,249212.089
Mayrhofen,-hof,-111298,226520
Waldhof,-hof,-96817,271723
Mayrhofen,-hof,-66855,240331
Brunnhoferalm,-hof,-66939.012,257589.145
Mairhofen,-hof,-62620.322,262683.896
Mairhoferkaser,-hof,-55109,189189.346
Lorenzenhof,-hof,-52827.767,195895.475
Marhof,-hof,-40968.794,172423.362
Uttenhofen,-hof,-38901,255486
Berghof,-hof,-36780.091,255967.472
Seehof,-hof,-34923.562,337113.008
Kendlhofalm,-hof,-31503.263,230319.531
Lindenhof,-hof,-19012,309901
Gallnhof,-hof,-14757,275797
Samhof,-hof,-14573,281113
Schwaighofen-Egg,-hof,-13365.924,300162.806
Häuslhof,-hof,-8452,258984
Auhofalm,-hof,-5157.352,239132.424
Babenhof,-hof,-5515.278,246993.306
Schwaighof,-hof,-6984.201,298514.928
Riemerhofsiedlung,-hof,-4662,316093
Waldhof,-hof,-1101,272019
Schnitzhof,-hof,3170,271956
Höribachhof,-hof,544,300830
Maierhof,-hof,320,339650
Gurtenhof,-hof,468,352545
Thurnhof,-hof,4590.491,247291.38
Gasthofberg,-hof,3721,253788
Bogenhof,-hof,6913,266463
Maierhof,-hof,4981,298640
Gitthof,-hof,5794,332308
Detzlhof,-hof,3613,347633
Nöglhofhütte,-hof,8522.466,233384.886
Wenghof,-hof,8528.298,249808.834
Maierhof Siedlung,-hof,9590.401,345461.058
Fercherhof,-hof,12800.836,200767.69
Neuhofalm,-hof,14326.569,234449.641
Schnöllhof,-hof,13258,327201
Hartwagnerhof,-hof,13702.574,356566.845
Leopoldshofstatt,-hof,18055,334221
Litzlhofalm,-hof,19607.754,191362.202
Bärnhofer,-hof,25659.001,244908.59
Krennhof,-hof,22888,356118
Oberepfenhofen,-hof,27543,332277
Zöbelhof,-hof,27809.888,333476.942
Gaspoltshofen,-hof,29985,334002
Pernhof,-hof,33439.787,380791.069
Dreihofen,-hof,37752,175865
Krameterhof,-hof,34554.29,214634.707
Lahof,-hof,35224,345415
Buchhof,-hof,34545.72,375227.928
Haidenhof,-hof,39095.241,377441.304
Wieshof,-hof,43744,348153
Mairhof,-hof,44011,380164
Obermayrhof,-hof,44113,383283
Obernhof,-hof,44205.994,392940.884
Kehlhof,-hof,50966.31,334183.796
Bruckhof,-hof,51728.137,334606.7
